Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECD Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Year,SSP245_CMR5_2025,SSP245_CMR5_2026,SSP245_CMR5_2027,SSP245_CMR5_2028,SSP245_CMR5_2029,SSP245_CMR5_2030,SSP245_CMR5_2031,SSP245_CMR5_2032,SSP245_CMR5_2033,SSP245_CMR5_2034,SSP245_ECE3_2025,SSP245_ECE3_2026,SSP245_ECE3_2027,SSP245_ECE3_2028,SSP245_ECE3_2029,SSP245_ECE3_2030,SSP245_ECE3_2031,SSP245_ECE3_2032,SSP245_ECE3_2033,SSP245_ECE3_2034,SSP245_MEHR_2025,SSP245_MEHR_2026,SSP245_MEHR_2027,SSP245_MEHR_2028,SSP245_MEHR_2029,SSP245_MEHR_2030,SSP245_MEHR_2031,SSP245_MEHR_2032,SSP245_MEHR_2033,SSP245_MEHR_2034
01.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
